OBJECTID,Shape,COMPKEY,ELMNTKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,MEASDIST,RECEIPT_NBR,PANDD_NBR,PANDD_NBR_START,MODEL,PAIDAREA,SUBAREA,SIDE,CONDITION,OWNERSHIP,CURRENT_STATUS,PERSO_NBR,PAY_BY_PHONE,WIRELESS_CARRIER,MODEM,CARD_READER,CATEGORY,PS_CONFIGURATION,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,SUN_RATE1,SUN_START1,SUN_END1,SUN_RATE2,SUN_START2,SUN_END2,SUN_RATE3,SUN_START3,SUN_END3,START_TIME_WKD,END_TIME_WKD,START_TIME_SAT,END_TIME_SAT,START_TIME_SUN,END_TIME_SUN,PEAK_HOUR,SHAPE_LNG,SHAPE_LAT
1237,"(47.600567357000045, -122.33017631899997)",526734,27398,109,4515,112,29,PSL-A088,PSL,3RD AVE S 0020 BLOCK E SIDE (  94) 94 FT S/O S WASHINGTON ST (S03-02-08)                                                                                                                                                                                       ,94,A088,1088002,1088,MS1,Pioneer Square,Edge,E,GOOD,SDOT,INSVC,1410,87488,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.330176320508997,47.600567355772398
1238,"(47.59836827700008, -122.33229557099997)",527506,20837,109,20596,146,29,PSL-A023,PSL,S KING ST 0015 BLOCK N SIDE ( 133) 133 FT E/O OCCIDENTAL E AVE S (S5-01-60)                                                                                                                                                                                    ,133,A023,1023002,1023,MS1,Pioneer Square,Edge,N,GOOD,SDOT,INSVC,1410,87428,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.332295571784996,47.598368276295503
1239,"(47.60573911200004, -122.33831903799995)",527472,80730,109,12769,86.5,-18,PSL-B117,PSL,SENECA ST 0007 BLOCK SE SIDE (  64) 64 FT NE/O WESTERN AVE (12-00-57)                                                                                                                                                                                          ,64,B117,2117002,2117,MS1,Commercial Core,Waterfront,SE,GOOD,SDOT,INSVC,1331,86621,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.338319039579005,47.605739110885303
1240,"(47.65920022800003, -122.31766098999998)",526131,57898,109,12596,304,-24,PSL-L147,PSL,ROOSEVELT WAY NE 0420 BLOCK E SIDE ( 287) 287 FT N/O NE 42ND N ST (NERW-42-48)                                                                                                                                                                                 ,287,L147,12147004,12147,STELIO,University District,Edge,E,GOOD,SDOT,INSVC,1737,86866,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,1,480,659,1,660,1079,,,,1,480,659,1,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.317660990774996,47.659200226623696
1241,"(47.60233147100007, -122.32933554899995)",527643,28946,109,6120,0,-29,PSL-A085,PSL,4TH AVE 0045 BLOCK NE SIDE (   0) 0 FT NW/O DILLING WAY (04-04-20)                                                                                                                                                                                             ,0,A085,1085502,1085,MS1,Pioneer Square,Edge,NE,GOOD,SDOT,INSVC,1729,87508,T-MOBILE,3G, ,DISPLAY,12981,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM 3-7PM,-122.329335550323009,47.6023314704779
1242,"(47.60313423400004, -122.33648398499997)",527681,58797,109,13497,160,29,PSL-B013,PSL,WESTERN AVE 0080 BLOCK SW SIDE ( 145) 145 FT NW/O COLUMBIA ST (OW-08-11)                                                                                                                                                                                       ,145,B013,2013002,2013,MS1,Commercial Core,Waterfront,SW,GOOD,SDOT,INSVC,1331,86945,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.336483986968005,47.603134233042297
1243,"(47.60525349800008, -122.33471160999994)",519504,79566,109,11583,106,-25,PSL-D503,PSL,MADISON ST 0020 BLOCK SE SIDE (  80) 80 FT NE/O 2ND AVE (10-02-13)                                                                                                                                                                                             ,80,D503,4503002,4503,MS1,Commercial Core,Financial,SE,GOOD,SDOT,INSVC,1551,87223,T-MOBILE,3G, ,DISPLAY,14689,DISTRICT7, ,N,,4,480,659,4.5,660,1019,3.5,1020,1199,4,480,659,4.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.334711611669007,47.605253497564398
1244,"(47.60343046700007, -122.33709688699997)",527676,34293,109,11660,109,25,PSL-B005,PSL,MARION ST 0006 BLOCK NW SIDE ( 109) 109 FT NE/O ALASKAN E RDWY WAY (9-00-12)                                                                                                                                                                                   ,109,B005,2005002,2005,MS1,Commercial Core,Waterfront,NW,GOOD,SDOT,INSVC,1331,86558,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.337096888021009,47.603430465998493
1245,"(47.59878634900008, -122.334072032)",527530,69086,109,1188,153,29,PSL-A036,PSL,1ST AVE S 0040 BLOCK E SIDE ( 132) 132 FT S/O S JACKSON ST (S01-04-10)                                                                                                                                                                                         ,132,A036,1036302,1036,MS1,Pioneer Square,Edge,E,GOOD,SDOT,INSVC,1730,86158,T-MOBILE,3G, ,DISPLAY,12997,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM,-122.334072033321007,47.598786348239798
1246,"(47.60279967200006, -122.33520879599996)",527673,12238,109,12253,410,-24,PSL-B002,PSL,POST AVE 0060 BLOCK NE SIDE ( 390) 390 FT NW/O YESLER WAY (OP-06-34)                                                                                                                                                                                           ,390,B002,2002002,2002,MS1,Pioneer Square,Edge,NE,GOOD,SDOT,INSVC,1410,87506,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.335208797999996,47.602799670753797
1247,"(47.599533131000044, -122.33430436599997)",527529,69081,109,1187,187,-29,PSL-A034,PSL,1ST AVE S 0030 BLOCK W SIDE ( 164) 164 FT S/O S MAIN ST (S01-03-15)                                                                                                                                                                                            ,164,A034,1034302,1034,MS1,Pioneer Square,Core,W,GOOD,SDOT,INSVC,1661,86195,T-MOBILE,3G, ,DISPLAY,12980,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM,-122.334304367743997,47.599533130373899
1248,"(47.60798351700004, -122.32030887099995)",526379,59166,109,13879,110.5,-32,PSL-H133,PSL,E CHERRY ST 0090 BLOCK S SIDE (  84) 84 FT E/O BROADWAY (E7-09-05)                                                                                                                                                                                             ,84,H133,8133002,8133,MS1,First Hill,,S,GOOD,SDOT,INSVC,1331,87941,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.320308872048997,47.6079835162991
1249,"(47.603837363000025, -122.33142553899995)",527636,77549,109,9661,202,27,PSL-D083,PSL,CHERRY ST 0030 BLOCK NW SIDE ( 179) 179 FT NE/O 3RD AVE (7-03-14)                                                                                                                                                                                              ,179,D083,4083002,4083,MS1,Commercial Core,Financial,NW,GOOD,SDOT,INSVC,1722,87444,T-MOBILE,3G, ,DISPLAY,14691,DISTRICT7, ,N,,4,480,659,4.5,660,1019,3.5,1020,1199,4,480,659,4.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,3-6PM,-122.331425539978,47.603837361360597
1250,"(47.610163732000046, -122.34163583799995)",527755,12869,109,12896,87,29,PSL-B070,PSL,STEWART ST 0009 BLOCK NW SIDE (  85) 85 FT NE/O POST AL (19-00-68)                                                                                                                                                                                             ,85,B070,2070002,2070,MS1,Commercial Core,Waterfront,NW,GOOD,SDOT,INSVC,1331,87978,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.341635839532003,47.610163730669797
1251,"(47.61154358300007, -122.34217544499995)",527440,13301,109,13310,202,33,PSL-J068,PSL,VIRGINIA ST 0010 BLOCK NW SIDE ( 177) 177 FT NE/O 1ST AVE (20-01-12)                                                                                                                                                                                           ,177,J068,10068002,10068,MS1,Belltown,South,NW,GOOD,SDOT,INSVC,1354,87278,T-MOBILE,3G, ,DISPLAY,13767,DISTRICT7, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.342175446720006,47.6115435819951
1252,"(47.608832893000056, -122.32326666999995)",526878,11865,109,11870,213,26,PSL-H068,PSL,MINOR AVE 0080 BLOCK SW SIDE ( 200) 200 FT NW/O COLUMBIA ST (MR-08-19)                                                                                                                                                                                         ,200,H068,8068002,8068,MS1,First Hill,,SW,GOOD,SDOT,INSVC,1331,87261,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.323266671723005,47.608832891781901
1253,"(47.60181608900007, -122.33515032699995)",527621,13809,109,13759,99,34,PSL-A074,PSL,YESLER WAY 0007 BLOCK N SIDE (  64) 64 FT E/O WESTERN AVE (S1-00-54)                                                                                                                                                                                           ,64,A074,1074002,1074,MS1,Pioneer Square,Edge,N,GOOD,SDOT,INSVC,1410,88210,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.335150328092013,47.601816087931496
1254,"(47.66075384700008, -122.31303360099997)",527291,81210,109,13221,351,-27,PSL-L046,PSL,UNIVERSITY WAY NE 0430 BLOCK E SIDE ( 332) 332 FT N/O NE 43RD ST (NEUW-43-24)                                                                                                                                                                                  ,332,L046,12046002,12046,STELIO,University District,Core,E,GOOD,SDOT,INSVC,1354,87598,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313033602143008,47.660753846013598
1255,"(47.65229296800004, -122.31340269099996)",527215,47213,109,2027,270,32,PSL-L129,PSL,15TH AVE NE 0374 BLOCK NW SIDE ( 259) 259 FT NE/O NE BOAT W ST (NE15-37-15)                                                                                                                                                                                    ,259,L129,12129002,12129,STELIO,University District,Core,NW,GOOD,SDOT,INSVC,1354,86045,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313402692718,47.652292966662998
1256,"(47.60132552400006, -122.33180018399997)",527615,48129,109,2926,215,37,PSL-A052,PSL,2ND AV ET S 0040 BLOCK SW SIDE ( 177) 177 FT NW/O S WASHINGTON ST (SX2-04-15)                                                                                                                                                                                  ,177,A052,1052502,1052,MS1,Pioneer Square,Edge,SW,GOOD,SDOT,INSVC,1729,87571,T-MOBILE,3G, ,DISPLAY,12981,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM 3-7PM,-122.331800185553007,47.601325522518493
1257,"(47.60199311800005, -122.32979640999997)",527629,55409,109,10119,158,30,PSL-A068,PSL,DILLING WAY 0030 BLOCK NW SIDE ( 144) 144 FT NE/O 3RD AVE (4-03-22)                                                                                                                                                                                            ,144,A068,1068002,1068,MS1,Pioneer Square,Edge,NW,GOOD,SDOT,INSVC,1410,88222,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.329796411353001,47.601993116687602
1258,"(47.656945035000035, -122.31606185299995)",525923,39329,109,16754,156,28,PSL-L073,PSL,NE 41ST ST 0110 BLOCK N SIDE ( 141) 141 FT E/O 11TH AVE NE (NE41-11-10/12)                                                                                                                                                                                     ,141,L073,12073004,12073,STELIO,University District,Edge,N,GOOD,SDOT,INSVC,1737,87240,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,1,480,659,1,660,1079,,,,1,480,659,1,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.316061854449003,47.656945034542701
1259,"(47.60556638300005, -122.33199016699996)",527452,11665,109,11666,93,25,PSL-D074,PSL,MARION ST 0040 BLOCK NW SIDE (  68) 68 FT NE/O 4TH AVE (9-04-08)                                                                                                                                                                                               ,68,D074,4074002,4074,MS1,Commercial Core,Financial,NW,GOOD,SDOT,INSVC,1331,87028,T-MOBILE,3G, ,DISPLAY,14688,DISTRICT7, ,N,,4,480,659,4.5,660,1019,3.5,1020,1199,4,480,659,4.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.331990167831009,47.605566382697496
1260,"(47.60096725000005, -122.33342992299998)",527493,43905,109,21489,186,31,PSL-A006,PSL,S WASHINGTON ST 0010 BLOCK N SIDE ( 161) 161 FT E/O 1ST AVE S (S2-01-12)                                                                                                                                                                                       ,161,A006,1006002,1006,MS1,Pioneer Square,Core,N,GOOD,SDOT,INSVC,1652,86288,T-MOBILE,3G, ,DISPLAY,12977,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.333429924017011,47.600967249250694
1261,"(47.609991225000044, -122.33936859799996)",527174,47970,109,2758,280,-38,PSL-E031,PSL,2ND AVE 0150 BLOCK NE SIDE ( 264) 264 FT NW/O PIKE ST (02-15-22)                                                                                                                                                                                               ,264,E031,5031002,5031,MS1,Commercial Core,Retail,NE,GOOD,SDOT,TEMPOUTSVC,1331,86830,T-MOBILE,3G, ,DISPLAY,14398,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.339368599179011,47.609991224100298
1262,"(47.608097480000026, -122.30965341699999)",527139,36493,109,13886,144,25,PSL-N007,PSL,E CHERRY ST 0170 BLOCK N SIDE ( 132) 132 FT E/O 17TH AVE (E7-17-12)                                                                                                                                                                                            ,132,N007,14007302,14007,MS1,Cherry Hill,,N,GOOD,SDOT,INSVC,1320,86562,T-MOBILE,3G, ,DISPLAY,14344,DISTRICT3, ,N,,2.5,480,659,2.5,660,1019,1.5,1020,1199,2.5,480,659,2.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.309653418296008,47.608097479569402
1263,"(47.62227669400005, -122.33701175199997)",519638,58422,109,13121,88,-34,PSL-U352,PSL,TERRY AVE N 0040 BLOCK E SIDE (  75) 75 FT N/O HARRISON ST (NTY-04-06)                                                                                                                                                                                         ,75,U352,19352002,19352,REV1,South Lake Union,South,E,GOOD,SDOT,INSVC,1646,87690,T-MOBILE,3G, ,DISPLAY,14460,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.337011753563999,47.622276693055298
1264,"(47.59912691900007, -122.33512901099999)",527520,65546,109,20481,77,-29,PSL-A032,PSL,S JACKSON ST 0006 BLOCK S SIDE (  77) 77 FT E/O ALASKAN E RDWY WAY S (S4-00-09)                                                                                                                                                                                ,77,A032,1032002,1032,MS1,Pioneer Square,Edge,S,GOOD,SDOT,INSVC,1410,87215,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2,DISTRICT7,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.335129011905011,47.599126918182399
1265,"(47.612922164000054, -122.32122377299999)",528434,14950,109,14885,132,-18,PSL-G071,PSL,E UNION ST 0089 BLOCK S SIDE ( 132) 132 FT E/O SENECA ST (E14-08-61)                                                                                                                                                                                           ,132,G071,7071002,7071,MS1,Pike-Pine,,S,GOOD,SDOT,INSVC,2678,87233,T-MOBILE,3G, ,DISPLAY,14208,DISTRICT3, ,N,,2.5,480,659,3,660,1019,3.5,1020,1199,2.5,480,659,3,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,3-7PM,-122.321223774472003,47.612922162795897
